"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","baseline_medianTPMAbd","baseline_prevalence","postFresh_medianTPMAbd","postFresh_prevalence","postPast_medianTPMAbd","postPast_prevalence","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","freshInt_ageLow_effect","freshInt_ageHigh_effect","freshInt_ageLow_se","freshInt_ageHigh_se","freshInt_ageLow_pvalue","freshInt_ageHigh_pvalue","freshInt_sexM_effect","freshInt_sexW_effect","freshInt_sexM_se","freshInt_sexW_se","freshInt_sexM_pvalue","freshInt_sexW_pvalue","freshInt_bmiLow_effect","freshInt_bmiHigh_effect","freshInt_bmiLow_se","freshInt_bmiHigh_se","freshInt_bmiLow_pvalue","freshInt_bmiHigh_pvalue","pastInt_ageLow_effect","pastInt_ageHigh_effect","pastInt_ageLow_se","pastInt_ageHigh_se","pastInt_ageLow_pvalue","pastInt_ageHigh_pvalue","pastInt_sexM_effect","pastInt_sexW_effect","pastInt_sexM_se","pastInt_sexW_se","pastInt_sexM_pvalue","pastInt_sexW_pvalue","pastInt_bmiLow_effect","pastInt_bmiHigh_effect","pastInt_bmiLow_se","pastInt_bmiHigh_se","pastInt_bmiLow_pvalue","pastInt_bmiHigh_pvalue","freshInt_pvalue_correct","pastInt_pvalue_correct","freshInt_ageLow_pvalue_correct","pastInt_ageLow_pvalue_correct","freshInt_ageHigh_pvalue_correct","pastInt_ageHigh_pvalue_correct","freshInt_sexM_pvalue_correct","pastInt_sexM_pvalue_correct","freshInt_sexW_pvalue_correct","pastInt_sexW_pvalue_correct","freshInt_bmiLow_pvalue_correct","pastInt_bmiLow_pvalue_correct","freshInt_bmiHigh_pvalue_correct","pastInt_bmiHigh_pvalue_correct"
NA,"K00340",0.0058,0.614,0,16.0895,11.8391,83.9839,11.416,0.5731,12.9096,0.6744,12.2438,0.6353,"log-Gaussian",0.5277,NA,0.0467,0.081,0.5649,-0.0648,0.0814,0.4264,-0.0412,0.025,0.0035,-0.0345,-0.0412,0.1531,0.1096,0.1204,0.7072,0.2044,0.1507,-0.0322,0.1236,0.1075,0.2236,0.7649,0.1639,-0.1517,0.1016,0.1323,0.1078,0.2526,-0.1642,0.0576,0.1096,0.1214,0.1355,0.6357,0.021,-0.1306,0.1236,0.1082,0.8655,0.2287,-0.088,-0.0238,0.1016,0.1337,0.3871,0.8588,0.7988,0.7346,0.9328,0.7486,0.766,0.9045,0.8271,0.9721,0.9523,0.832,0.6139,0.81,0.7319,0.9721
NA,"K00341",0.0029,0.3743,0,10.5913,8.0596,70.5323,7.504,0.345,8.5597,0.4302,8.4076,0.3765,"log-Gaussian",0.5389,NA,0.0242,0.076,0.7508,-0.032,0.0763,0.6751,-0.0552,0.0381,0.0031,-0.0363,-0.0369,0.0982,0.103,0.113,0.7206,0.3858,0.1243,-0.0518,0.1159,0.1008,0.2844,0.608,0.1376,-0.1682,0.0954,0.1243,0.1504,0.1771,-0.1167,0.0723,0.103,0.114,0.2578,0.5267,0.0453,-0.0913,0.1159,0.1015,0.6961,0.3691,-0.0113,-0.0673,0.0954,0.1256,0.9061,0.5928,0.8936,0.8584,0.9351,0.7713,0.8125,0.869,0.8396,0.9357,0.9148,0.8631,0.6548,0.9825,0.6775,0.9013
NA,"K00343",0,0.4766,0.424,12.3906,9.557,82.4458,9.0617,0.4561,10.0788,0.5116,9.8722,0.4824,"log-Gaussian",0.5513,NA,0.0307,0.0749,0.6825,0.0129,0.0752,0.8643,-0.0728,0.0313,0.0036,-0.0438,-0.0552,0.1343,0.1015,0.1114,0.5871,0.229,0.1153,-0.0335,0.1143,0.0995,0.314,0.7363,0.1397,-0.154,0.0941,0.1226,0.139,0.2101,-0.0588,0.1014,0.1015,0.1124,0.5625,0.3675,0.0874,-0.0443,0.1143,0.1001,0.4452,0.6587,0.0199,0.0014,0.0941,0.1239,0.8326,0.9909,0.8631,0.9439,0.8878,0.8783,0.766,0.8087,0.8505,0.8819,0.946,0.9286,0.64,0.9674,0.7002,0.9991
NA,"K00346",0.0029,0.3509,0,9.0352,6.7907,46.082,6.5348,0.345,7.9276,0.3372,6.2141,0.3765,"log-Gaussian",0.5645,NA,0.0749,0.0808,0.3545,-0.0555,0.0811,0.4946,-0.0399,-0.1166,-0.0051,-0.0126,-0.0193,0.1886,0.1094,0.1201,0.8598,0.1175,0.2141,-0.0306,0.1229,0.1069,0.0826,0.7749,0.1336,-0.0241,0.1017,0.1325,0.1901,0.856,-0.1284,0.0347,0.1094,0.1211,0.2414,0.7746,0.0583,-0.1427,0.1229,0.1076,0.6355,0.1859,-0.1104,0.0402,0.1017,0.1339,0.2786,0.7642,0.6919,0.7653,0.9732,0.7687,0.7451,0.9492,0.6938,0.9239,0.954,0.8067,0.6878,0.7498,0.9717,0.9571
NA,"K00347",0.0058,0.3421,0,8.9077,6.6831,48.4651,6.0883,0.3333,7.452,0.3372,6.0992,0.3647,"log-Gaussian",0.5625,NA,0.063,0.0811,0.4378,-0.0469,0.0814,0.5653,-0.0526,-0.1241,-0.0047,-0.0114,-0.0386,0.1858,0.1097,0.1204,0.7252,0.1239,0.1791,-0.025,0.1236,0.1075,0.1485,0.8164,0.1278,-0.0464,0.1022,0.1331,0.2123,0.7279,-0.1494,0.0796,0.1097,0.1214,0.1742,0.5127,0.0577,-0.1271,0.1236,0.1082,0.6408,0.2413,-0.0855,0.0205,0.1022,0.1346,0.4037,0.879,0.7426,0.7988,0.9362,0.7561,0.7468,0.8632,0.7813,0.9264,0.9627,0.8373,0.7023,0.8172,0.9461,0.9767
NA,"K00348",0.0088,0.2661,0,8.0567,5.4989,52.9563,5.2545,0.2456,6.4983,0.2791,5.1787,0.2941,"log-Gaussian",0.5964,NA,0.0745,0.0797,0.3511,-0.0624,0.08,0.4362,-0.0585,-0.1451,-0.0005,-0.0109,-0.0191,0.1868,0.108,0.1185,0.8595,0.1163,0.2217,-0.0371,0.1211,0.1054,0.0684,0.7248,0.1309,-0.0208,0.1004,0.1308,0.1935,0.8736,-0.1106,-0.0023,0.108,0.1196,0.3065,0.985,0.0527,-0.1507,0.1211,0.1061,0.664,0.1568,-0.1087,0.0183,0.1004,0.1322,0.28,0.89,0.6898,0.7416,0.9732,0.7888,0.7451,0.9977,0.6585,0.9298,0.9435,0.7892,0.6919,0.7509,0.9749,0.9795
NA,"K00349",0.0117,0.3947,0,10.2868,7.5326,53.6201,7.3429,0.3743,8.4638,0.4419,7.117,0.3882,"log-Gaussian",0.5453,NA,0.0771,0.085,0.3652,-0.0768,0.0853,0.3686,-0.0426,-0.1208,-0.0041,-0.0068,-0.0306,0.207,0.115,0.1262,0.7903,0.1022,0.2309,-0.0395,0.1293,0.1125,0.0752,0.726,0.1309,-0.0137,0.1071,0.1394,0.2225,0.9219,-0.1691,0.0372,0.115,0.1273,0.1424,0.7705,0.0179,-0.1495,0.1293,0.1132,0.8898,0.1879,-0.1339,0.0225,0.1071,0.1409,0.212,0.8731,0.6974,0.6988,0.9545,0.7486,0.7322,0.9478,0.6787,0.978,0.9435,0.8067,0.7075,0.7023,0.9863,0.9748
NA,"K00350",0.0029,0.3772,0,9.9189,7.3566,53.6243,6.7748,0.3626,7.8731,0.407,6.9974,0.3765,"log-Gaussian",0.5532,NA,0.0853,0.0841,0.3115,-0.0585,0.0844,0.489,-0.0675,-0.1214,-0.0044,-0.0073,-0.0395,0.2358,0.1136,0.1247,0.7281,0.0596,0.215,-0.013,0.1281,0.1115,0.0946,0.9074,0.1431,-0.0123,0.106,0.1381,0.1782,0.9288,-0.1576,0.0638,0.1136,0.1258,0.1665,0.6121,0.015,-0.1148,0.1281,0.1122,0.9071,0.3072,-0.1025,0.0182,0.106,0.1395,0.3344,0.8962,0.6687,0.7626,0.9374,0.7544,0.7169,0.8958,0.7148,0.9833,0.9833,0.8475,0.6777,0.7784,0.9871,0.9803
NA,"K00351",0.0058,0.3129,0,8.3885,6.2367,38.0083,6.1257,0.2982,6.6792,0.3488,5.9196,0.3059,"log-Gaussian",0.5612,NA,0.0888,0.0794,0.2645,-0.0474,0.0798,0.5532,-0.0663,-0.1087,-0.0042,-0.0083,-0.0267,0.2284,0.1072,0.1177,0.8039,0.0535,0.1994,0.005,0.1211,0.1053,0.1009,0.9619,0.1454,-0.0067,0.1001,0.1304,0.1476,0.959,-0.1516,0.0812,0.1072,0.1188,0.1588,0.495,0.0312,-0.1076,0.1211,0.1061,0.7967,0.3112,-0.09,0.027,0.1001,0.1318,0.3694,0.8377,0.644,0.7921,0.9582,0.7523,0.7149,0.8574,0.7227,0.958,0.992,0.8494,0.6548,0.7986,0.9913,0.9691
NA,"K00375",0,1,24.1912,94.4687,96.3704,135.63,95.7556,1,95.8047,1,100.149,1,"Gaussian",0.576,NA,-1.579,1.8001,0.3812,1.3427,1.8072,0.4581,3.0577,-1.5476,-0.0981,0.7702,-2.0714,-1.008,2.4408,2.6794,0.3968,0.7071,-4.1889,0.3949,2.7448,2.3875,0.1281,0.8688,-2.6593,0.2638,2.2676,2.9532,0.2419,0.9289,2.9359,-0.6047,2.4408,2.7028,0.2301,0.8231,0.6951,1.8388,2.7448,2.404,0.8003,0.445,-0.7167,4.9098,2.2676,2.9847,0.7522,0.1011,0.7052,0.748,0.8181,0.766,0.9328,0.9622,0.7641,0.9587,0.9728,0.8819,0.7224,0.9537,0.9871,0.6078
"Pyruvate","K00382",0,0.9912,7.9953,32.3226,28.9487,106.275,29.7654,0.9942,28.8598,1,25.7742,0.9765,"Gaussian",0.6584,NA,-0.2689,1.3992,0.8478,-3.3836,1.4047,0.0167,-0.833,4.1288,0.2207,0.1161,-0.5356,0.0576,1.9013,2.087,0.7784,0.978,1.4034,-1.5342,2.1359,1.8577,0.5117,0.4096,0.1414,-0.9568,1.7654,2.2991,0.9362,0.6776,-4.055,-2.5585,1.9013,2.1053,0.0339,0.2253,-2.7845,-3.8429,2.1359,1.8705,0.1935,0.0409,-4.4155,-1.5906,1.7654,2.3237,0.013,0.4942,0.9364,0.2683,0.9502,0.696,0.9968,0.766,0.8918,0.8093,0.8767,0.5777,0.9885,0.4029,0.9308,0.8668
NA,"K00384",0,1,47.1287,188.9784,187.798,314.67,187.598,1,190.235,1,184.633,1,"Gaussian",0.5813,NA,-0.8132,2.89,0.7786,-7.1608,2.9014,0.0142,1.3714,0.9471,-0.0346,1.3504,2.8897,-5.26,3.9112,4.2935,0.4607,0.2216,-0.6709,-0.9136,4.4172,3.8422,0.8794,0.8122,-4.487,5.4196,3.6371,4.7368,0.2184,0.2536,-7.2246,-7.0981,3.9112,4.331,0.0658,0.1024,-8.9308,-5.8037,4.4172,3.8688,0.0442,0.1348,-8.8058,-4.3297,3.6371,4.7874,0.0161,0.3666,0.9071,0.2536,0.8449,0.7222,0.766,0.7322,0.9754,0.5866,0.9617,0.7707,0.7066,0.4153,0.733,0.7973
NA,"K00385",0,0.9912,6.0792,55.1673,55.6326,102.997,56.7302,1,54.3264,0.9884,54.7652,0.9765,"Gaussian",0.6696,NA,-1.2052,1.4703,0.4131,-0.4958,1.4761,0.7372,1.2091,-4.4757,-0.1825,0.0593,0.5308,-3.2891,1.9916,2.1861,0.79,0.1336,-1.8797,-0.6943,2.2484,1.9555,0.4039,0.7229,-2.8054,1.5102,1.8523,2.4123,0.1311,0.5318,-0.3623,-0.6695,1.9916,2.2052,0.8558,0.7617,-0.807,-0.2577,2.2484,1.969,0.7199,0.896,-0.6254,-0.2858,1.8523,2.4381,0.7359,0.9068,0.7243,0.8858,0.9545,0.9715,0.7486,0.9437,0.8767,0.9412,0.9425,0.9801,0.6327,0.9509,0.8824,0.9826
NA,"K00390",0,0.5263,1.0027,12.1934,10.3654,72.4132,10.5757,0.5497,10.2848,0.5116,9.8518,0.4941,"log-Gaussian",0.7261,NA,-0.0644,0.0446,0.1498,-0.0633,0.0447,0.1584,0.0592,0.0678,0.0135,0.0032,-0.0979,-0.0245,0.0603,0.0662,0.1055,0.7119,-0.1277,-0.0164,0.0679,0.0591,0.0612,0.782,-0.0084,-0.1593,0.0561,0.073,0.8814,0.0301,-0.0278,-0.1065,0.0603,0.0668,0.6454,0.1119,-0.1002,-0.0349,0.0679,0.0595,0.1414,0.5575,-0.0485,-0.0884,0.0561,0.0738,0.3878,0.232,0.5449,0.5512,0.7322,0.9101,0.9329,0.7382,0.6452,0.7772,0.9546,0.9041,0.9768,0.81,0.4652,0.7126
NA,"K00394",0,0.9912,7.1275,48.1529,49.4394,99.483,49.4929,0.9942,47.3498,0.9884,50.9633,0.9882,"Gaussian",0.7062,NA,-1.0077,1.3019,0.4396,1.5418,1.3071,0.2392,1.4354,-4.2458,-0.1946,-0.3003,0.9787,-3.3977,1.7598,1.9316,0.5786,0.0797,-1.8891,-0.3431,1.9899,1.7305,0.3433,0.843,-2.1559,0.9356,1.6407,2.1367,0.19,0.6618,1.9989,0.9724,1.7598,1.9485,0.257,0.6182,1.7583,1.3758,1.9899,1.7425,0.3777,0.4305,1.9355,0.8499,1.6407,2.1595,0.2392,0.6942,0.7427,0.63,0.8846,0.7713,0.7231,0.8985,0.8563,0.8688,0.9682,0.8811,0.6878,0.7203,0.9246,0.9362
NA,"K00395",0,0.9942,9.4402,65.0519,66.4832,128.679,66.4457,0.9942,64.3164,1,68.2493,0.9882,"Gaussian",0.6971,NA,-1.7623,1.7957,0.3273,1.5001,1.8028,0.4061,2.5912,-6.4082,-0.2675,-0.3668,0.7931,-4.8435,2.4289,2.6661,0.7443,0.0704,-2.792,-0.9885,2.7437,2.3861,0.3098,0.679,-3.6788,1.4834,2.2606,2.944,0.1049,0.6148,2.6345,0.0986,2.4289,2.6894,0.2791,0.9708,2.4066,0.8051,2.7437,2.4027,0.3812,0.7378,1.848,0.882,2.2606,2.9754,0.4144,0.7671,0.675,0.7207,0.9416,0.7784,0.7223,0.9965,0.8493,0.8711,0.9339,0.9467,0.6114,0.822,0.9094,0.9571
NA,"K00425",0,0.7836,3.1037,17.9841,15.2944,86.3851,15.2665,0.7778,15.8707,0.8372,15.1096,0.7412,"log-Gaussian",0.5647,NA,0.0389,0.0537,0.4693,-0.0525,0.0539,0.3307,-0.009,-0.0058,0.005,-0.021,0.0167,0.0656,0.073,0.0801,0.8188,0.4134,0.122,-0.0241,0.0818,0.0711,0.137,0.7355,0.0968,-0.0591,0.0676,0.088,0.1529,0.5024,-0.0764,-0.023,0.073,0.0808,0.2961,0.7763,0.0084,-0.0992,0.0818,0.0716,0.9184,0.1671,-0.0686,-0.0242,0.0676,0.0889,0.3108,0.7854,0.7526,0.6755,0.9611,0.7808,0.824,0.9492,0.7734,0.9857,0.9459,0.796,0.6562,0.7678,0.8704,0.9605
NA,"K00426",0,0.8626,3.7592,21.3507,18.7003,108.29,19.1262,0.8655,17.7561,0.8837,19.6129,0.8353,"log-Gaussian",0.5842,NA,-0.0142,0.0508,0.7801,-0.0498,0.051,0.3298,-0.0004,0.0688,0.0049,-0.0182,-0.0367,0.0131,0.069,0.0757,0.5955,0.8633,0.078,-0.084,0.0773,0.0673,0.314,0.2129,0.063,-0.1449,0.0637,0.083,0.3236,0.0817,-0.0808,-0.0116,0.069,0.0764,0.2427,0.8791,-0.0103,-0.08,0.0773,0.0677,0.8939,0.2383,-0.0513,-0.0466,0.0637,0.0838,0.4212,0.5787,0.9073,0.675,0.8927,0.7687,0.974,0.9777,0.8505,0.9798,0.8171,0.8372,0.7748,0.8268,0.5891,0.8964
NA,"K00428",0.0029,0.1228,0,5.5728,3.1557,75.4369,3.3878,0.117,3.1831,0.1395,2.822,0.1176,"log-Gaussian",0.6667,NA,-0.0235,0.0663,0.7231,-0.051,0.0665,0.444,0.0297,0.2679,0.0089,-0.0381,-0.061,0.0219,0.09,0.0988,0.4985,0.8249,-0.0286,-0.0197,0.1013,0.0881,0.778,0.8234,0.0642,-0.172,0.0832,0.1083,0.4407,0.1134,-0.0823,-0.0125,0.09,0.0996,0.3613,0.9004,-0.038,-0.0609,0.1013,0.0887,0.7077,0.493,-0.0712,-0.0152,0.0832,0.1095,0.3924,0.8897,0.882,0.7442,0.8577,0.8071,0.9624,0.9833,0.9543,0.9385,0.9643,0.8911,0.8389,0.81,0.6175,0.9795
NA,"K00432",0,0.693,1.7912,17.8164,14.0308,87.2697,14.6708,0.7368,14.3844,0.6744,12.9201,0.6235,"Gaussian",0.7788,NA,-0.8847,0.9925,0.3735,-1.2912,0.9964,0.1961,-0.4449,-1.1771,0.1536,0.5425,-0.154,-1.7558,1.3452,1.4764,0.909,0.2354,0.572,-1.9856,1.5132,1.3159,0.7057,0.1325,-1.1189,-0.4818,1.2527,1.6313,0.3726,0.768,-1.8626,-0.5942,1.3452,1.4894,0.1674,0.6902,-0.9365,-1.5636,1.5132,1.325,0.5365,0.2391,-2.1696,0.2309,1.2527,1.6488,0.0845,0.8887,0.6998,0.5868,0.9861,0.7544,0.7672,0.9263,0.938,0.8984,0.7705,0.8373,0.8009,0.5949,0.9571,0.9792
NA,"K00441",0,0.117,0.0165,4.6629,2.8962,34.0627,3.044,0.1228,2.756,0.1395,2.8598,0.0824,"log-Gaussian",0.8134,NA,0.0204,0.051,0.6893,-0.0312,0.0512,0.5426,-0.0124,0.2352,0.0029,-0.001,0.0303,0.0085,0.0693,0.0761,0.6625,0.9109,0.0236,0.0179,0.078,0.0678,0.7624,0.7919,-0.0126,0.0764,0.0644,0.0839,0.8454,0.3634,-0.0312,-0.0313,0.0693,0.0767,0.653,0.6842,-0.0173,-0.0419,0.078,0.0683,0.825,0.5403,-0.0499,0.001,0.0644,0.0848,0.4393,0.9905,0.8665,0.7853,0.9164,0.9128,0.9861,0.9242,0.9519,0.9643,0.9571,0.8992,0.97,0.8383,0.7955,0.999
NA,"K00459",0,1,19.2594,84.7132,87.5168,130.818,88.1854,1,87.4984,1,85.0475,1,"Gaussian",0.6749,NA,-1.9642,1.5406,0.2034,-3.0693,1.5467,0.0482,2.2135,-7.4876,-0.19,0.9884,-1.5916,-2.4142,2.0941,2.2987,0.4479,0.2946,-2.8547,-1.292,2.3551,2.0483,0.2265,0.5287,-3.6858,0.9695,1.9375,2.5232,0.0582,0.7011,-2.8805,-3.3018,2.0941,2.3188,0.1701,0.1556,-2.8968,-3.202,2.3551,2.0625,0.2198,0.1217,-4.7538,-0.1643,1.9375,2.5502,0.0148,0.9487,0.5957,0.3748,0.8409,0.7544,0.7808,0.7523,0.8287,0.8223,0.8967,0.755,0.5561,0.4063,0.9363,0.9896
NA,"K00525",0,0.9971,9.848,49.0719,41.656,236.608,44.1609,1,40.7512,1,37.4254,0.9882,"Gaussian",0.7214,NA,0.4215,2.3538,0.858,-6.2166,2.3631,0.009,-1.0252,2.0233,0.3345,-0.0425,-0.6385,1.6665,3.1896,3.5011,0.8415,0.6345,-0.0738,0.8014,3.5979,3.1289,0.9837,0.7981,0.7228,-0.0794,2.9693,3.8669,0.8079,0.9836,-4.1626,-8.7237,3.1896,3.5317,0.193,0.0141,-7.8823,-4.9387,3.5979,3.1506,0.0294,0.1182,-8.212,-2.7484,2.9693,3.9083,0.0061,0.4825,0.9413,0.2166,0.9682,0.766,0.9042,0.6698,0.9967,0.5282,0.958,0.7514,0.9636,0.339,0.9981,0.86
NA,"K00526",0,0.9795,4.156,27.327,24.7733,91.8366,25.6828,0.9883,24.6519,0.9884,22.5225,0.9529,"Gaussian",0.7075,NA,-0.157,1.0642,0.8828,-2.5501,1.0684,0.0177,0.6427,0.3669,0.116,0.4745,0.5028,-0.9595,1.444,1.5851,0.728,0.5455,0.9264,-0.9796,1.6238,1.4122,0.5688,0.4885,-1.6226,2.3323,1.3362,1.7401,0.2257,0.1813,-1.7108,-3.5807,1.444,1.5989,0.2372,0.026,-1.4244,-3.4134,1.6238,1.422,0.3812,0.0171,-3.6872,-0.5862,1.3362,1.7587,0.0062,0.7392,0.9539,0.2732,0.9373,0.7675,0.8755,0.6849,0.9064,0.8711,0.8907,0.4613,0.7087,0.3401,0.6797,0.9513
NA,"K00528",0,1,41.5824,122.2741,123.108,193.904,122.616,1,124.3325,1,123.509,1,"Gaussian",0.5658,NA,-2.1627,1.9925,0.2787,-4.0792,2.0003,0.0424,2.1759,4.2197,-0.033,1.053,1.8374,-6.9819,2.6823,2.9446,0.4939,0.0184,-3.5245,-1.1306,3.0452,2.6488,0.2481,0.6699,-4.2835,1.4364,2.5117,3.2711,0.0893,0.6609,-2.9202,-5.5141,2.6823,2.9703,0.2773,0.0645,-4.9511,-3.411,3.0452,2.6671,0.1051,0.202,-4.7303,-2.9658,2.5117,3.3061,0.0607,0.3705,0.6481,0.3632,0.8574,0.7764,0.6846,0.722,0.8373,0.7331,0.9327,0.8126,0.601,0.5634,0.9245,0.7994
NA,"K00537",0,1,36.8282,104.4989,103.754,204.66,104.818,1,102.1595,1,103.252,1,"Gaussian",0.6308,NA,-1.5987,2.0043,0.4258,-1.5208,2.0122,0.4504,2.8885,-6.2883,0.3206,0.2615,0.0693,-3.6437,2.7057,2.9701,0.9796,0.221,0.8555,-3.4506,3.0573,2.6592,0.7798,0.1955,-2.5634,0.0346,2.5335,3.2995,0.3126,0.9916,1.8371,-5.6381,2.7057,2.9961,0.4978,0.061,-1.8459,-1.2715,3.0573,2.6776,0.5465,0.6353,-1.1486,-2.1746,2.5335,3.3347,0.6506,0.5149,0.7344,0.746,0.9968,0.8574,0.766,0.7172,0.9545,0.9014,0.8099,0.9238,0.7685,0.922,0.9993,0.8753
NA,"K00540",0,0.7281,1.6624,16.3176,13.687,58.1581,14.2221,0.7895,13.1164,0.6279,13.2561,0.7059,"log-Gaussian",0.6921,NA,-0.0692,0.0442,0.1184,-0.0574,0.0443,0.1967,0.0079,-0.0564,-0.004,-0.013,-0.0447,-0.099,0.06,0.0658,0.4571,0.1336,-0.0597,-0.0761,0.0673,0.0586,0.3761,0.1946,-0.121,0.0186,0.0556,0.0725,0.0305,0.7973,-0.0257,-0.0963,0.06,0.0664,0.6689,0.1479,-0.1145,-0.0136,0.0673,0.059,0.0901,0.818,-0.0701,-0.0356,0.0556,0.0732,0.2086,0.627,0.5079,0.5868,0.8437,0.9178,0.7486,0.7503,0.8682,0.708,0.8093,0.9633,0.4652,0.6998,0.9621,0.9128
NA,"K00547",0,0.2251,0.3988,7.3053,5.7754,41.0279,5.4662,0.2222,5.4319,0.2326,6.2494,0.2235,"log-Gaussian",0.7716,NA,-0.0411,0.044,0.3507,0.0294,0.0441,0.5053,0.0913,0.1078,-0.0045,0.0215,-0.0402,-0.0426,0.0597,0.0655,0.5018,0.5159,-0.0476,-0.0361,0.0672,0.0585,0.4793,0.5376,-0.0974,0.0544,0.0553,0.0721,0.0797,0.4513,0.0557,-0.0026,0.0597,0.0661,0.3518,0.9686,0.0033,0.0495,0.0672,0.0589,0.9611,0.4011,0.008,0.0662,0.0553,0.0728,0.8846,0.3644,0.6896,0.7718,0.8584,0.8057,0.8646,0.9964,0.8883,0.992,0.8984,0.8767,0.5847,0.9778,0.8437,0.7963
NA,"K00548",0,1,25.6437,101.8147,101.868,147.963,102.427,1,101.4055,1,99.9458,1,"Gaussian",0.6096,NA,-0.7603,1.6151,0.6382,-1.2468,1.6215,0.4426,-0.5483,-0.9622,-0.0195,-0.2759,-0.4449,-1.1202,2.1891,2.4031,0.8391,0.6415,0.6106,-1.8009,2.4663,2.1451,0.8047,0.4019,0.4915,-2.881,2.0394,2.656,0.8097,0.279,-2.8878,0.762,2.1891,2.4241,0.1882,0.7535,0.1502,-2.3181,2.4663,2.16,0.9515,0.2841,-1.2161,-1.2917,2.0394,2.6843,0.5515,0.6308,0.8374,0.7434,0.9674,0.766,0.9075,0.9432,0.9596,0.9907,0.8767,0.8396,0.964,0.8866,0.7498,0.9138
NA,"K00549",0,1,14.7622,130.039,130.4705,241.915,127.343,1,129.429,1,138.498,1,"Gaussian",0.6199,NA,0.8745,3.1888,0.7841,0.7973,3.2014,0.8035,7.5032,-4.8323,-0.2595,1.5869,3.3291,-2.0817,4.3288,4.7519,0.4425,0.6617,0.6392,1.0627,4.8713,4.237,0.8957,0.8021,-2.4685,6.5401,4.0189,5.2339,0.5396,0.2126,1.3664,0.0915,4.3288,4.7934,0.7525,0.9848,-2.0092,2.95,4.8713,4.2663,0.6803,0.4899,0.7337,0.8832,4.0189,5.2899,0.8553,0.8675,0.9088,0.9192,0.8378,0.9427,0.9161,0.9977,0.9801,0.934,0.9591,0.8911,0.8846,0.9717,0.7024,0.9737
NA,"K00554",0,1,51.4983,163.0741,162.6835,217.108,162.273,1,165.834,1,159.854,1,"Gaussian",0.5673,NA,-1.8885,2.0532,0.3585,-3.9549,2.0613,0.0561,1.4994,7.9755,0.3416,0.911,-0.1704,-3.9497,2.7856,3.0581,0.9513,0.1976,-3.0522,-0.9978,3.1285,2.7214,0.3301,0.7142,-3.1972,0.3321,2.5952,3.3798,0.219,0.9218,-4.3447,-3.4822,2.7856,3.0849,0.12,0.26,-7.258,-1.4209,3.1285,2.7403,0.0211,0.6045,-4.3996,-3.1928,2.5952,3.4159,0.0912,0.3508,0.6929,0.3904,0.9954,0.7468,0.766,0.7713,0.8561,0.4836,0.9409,0.9127,0.7067,0.6015,0.9863,0.7888
NA,"K00558",0,1,86.5259,332.6897,333.411,654.498,336.174,1,324.0135,1,333.623,1,"Gaussian",0.5433,NA,-0.0484,5.5091,0.993,1.0341,5.5308,0.8518,5.0911,17.4717,0.5797,-2.2208,4.9463,-6.1045,7.4686,8.1992,0.5084,0.4572,-4.9481,3.6401,8.4026,7.3093,0.5564,0.6189,2.9242,-5.0594,6.9431,9.0424,0.674,0.5763,5.5518,-4.5158,7.4686,8.2708,0.4579,0.5855,4.85,-1.8959,8.4026,7.3598,0.5643,0.7969,-3.2308,8.4576,6.9431,9.139,0.6421,0.3556,0.9967,0.9384,0.8619,0.8437,0.8437,0.8873,0.9033,0.9057,0.9176,0.958,0.9286,0.9196,0.8956,0.7909
NA,"K00560",0,1,25.749,125.6757,124.5495,254.559,125.266,1,125.3205,1,121.208,1,"Gaussian",0.5556,NA,-1.2225,2.5247,0.6286,-5.2636,2.5346,0.0388,1.3264,-3.3907,0.068,0.5303,0.5481,-3.3799,3.4227,3.7574,0.8729,0.3692,-0.6624,-1.6333,3.8481,3.3472,0.8634,0.626,-1.5577,-0.662,3.1933,4.1588,0.6261,0.8736,-2.7542,-8.343,3.4227,3.7902,0.4217,0.0286,-8.6648,-2.6541,3.8481,3.3704,0.0251,0.4317,-4.3556,-6.8398,3.1933,4.2032,0.1737,0.1048,0.8315,0.3557,0.9767,0.8273,0.8093,0.6849,0.9717,0.5091,0.92,0.8813,0.9128,0.6759,0.9749,0.6114
NA,"K00561",0.0029,0.2164,0,7.3786,4.5323,65.2675,4.54,0.2281,4.8491,0.1512,4.1907,0.2588,"Gaussian",0.878,NA,-0.3993,0.4845,0.4107,-0.2497,0.4865,0.6082,-1.0752,-0.6125,0.0247,-0.0555,-0.8078,0.0962,0.6571,0.7212,0.2201,0.894,-1.0642,0.102,0.7387,0.6423,0.1509,0.874,-0.1359,-0.846,0.6126,0.7978,0.8246,0.29,-0.6503,0.2425,0.6571,0.7275,0.3233,0.7392,-0.1659,-0.3135,0.7387,0.6467,0.8225,0.6283,-0.1614,-0.4011,0.6126,0.8064,0.7924,0.6194,0.7226,0.8225,0.766,0.7923,0.9808,0.9401,0.785,0.9641,0.974,0.9214,0.9654,0.9621,0.7581,0.9105
