"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","baseline_medianTPMAbd","baseline_prevalence","postFresh_medianTPMAbd","postFresh_prevalence","postPast_medianTPMAbd","postPast_prevalence","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","freshInt_ageLow_effect","freshInt_ageHigh_effect","freshInt_ageLow_se","freshInt_ageHigh_se","freshInt_ageLow_pvalue","freshInt_ageHigh_pvalue","freshInt_sexM_effect","freshInt_sexW_effect","freshInt_sexM_se","freshInt_sexW_se","freshInt_sexM_pvalue","freshInt_sexW_pvalue","freshInt_bmiLow_effect","freshInt_bmiHigh_effect","freshInt_bmiLow_se","freshInt_bmiHigh_se","freshInt_bmiLow_pvalue","freshInt_bmiHigh_pvalue","pastInt_ageLow_effect","pastInt_ageHigh_effect","pastInt_ageLow_se","pastInt_ageHigh_se","pastInt_ageLow_pvalue","pastInt_ageHigh_pvalue","pastInt_sexM_effect","pastInt_sexW_effect","pastInt_sexM_se","pastInt_sexW_se","pastInt_sexM_pvalue","pastInt_sexW_pvalue","pastInt_bmiLow_effect","pastInt_bmiHigh_effect","pastInt_bmiLow_se","pastInt_bmiHigh_se","pastInt_bmiLow_pvalue","pastInt_bmiHigh_pvalue","freshInt_pvalue_correct","pastInt_pvalue_correct","freshInt_ageLow_pvalue_correct","pastInt_ageLow_pvalue_correct","freshInt_ageHigh_pvalue_correct","pastInt_ageHigh_pvalue_correct","freshInt_sexM_pvalue_correct","pastInt_sexM_pvalue_correct","freshInt_sexW_pvalue_correct","pastInt_sexW_pvalue_correct","freshInt_bmiLow_pvalue_correct","pastInt_bmiLow_pvalue_correct","freshInt_bmiHigh_pvalue_correct","pastInt_bmiHigh_pvalue_correct"
NA,"K03496",0,1,168.289,696.5281,700.554,952.016,702.563,1,691.956,1,703.037,1,"Gaussian",0.6355,NA,-16.0773,8.4767,0.059,-15.7121,8.51,0.066,6.8016,8.0459,-0.3348,2.7298,-14.0793,-18.4934,11.522,12.6477,0.2228,0.1449,-12.4825,-18.7908,12.9618,11.2734,0.3364,0.0967,-24.55,-1.6529,10.6627,13.8864,0.0221,0.9053,-14.5431,-17.1496,11.522,12.7583,0.208,0.18,-15.3834,-15.9665,12.9618,11.3515,0.2364,0.1607,-25.6017,1.384,10.6627,14.0348,0.017,0.9215,0.3951,0.4119,0.766,0.766,0.7486,0.7598,0.8561,0.837,0.7194,0.7911,0.4414,0.4153,0.9825,0.9863
NA,"K03497",0,1,221.865,860.5605,875.2565,1163.91,880.08,1,868.4455,1,875.964,1,"Gaussian",0.6178,NA,-17.7427,11.8139,0.1343,-17.0367,11.8603,0.152,12.6022,26.9276,0.6374,3.1501,-13.1613,-23.3478,16.0402,17.6077,0.4127,0.186,-20.163,-15.8497,18.0088,15.6635,0.2639,0.3125,-28.3615,0.2775,14.9086,19.4159,0.0582,0.9886,-8.5058,-27.5019,16.0402,17.7615,0.5964,0.1227,-34.1565,-3.9069,18.0088,15.7719,0.059,0.8045,-22.2653,-8.0329,14.9086,19.6235,0.1365,0.6826,0.5298,0.547,0.824,0.8933,0.7648,0.7468,0.8373,0.6411,0.8494,0.9596,0.5561,0.6356,0.9982,0.9336
NA,"K03498",0,1,112.313,356.1084,362.8375,421.437,364.173,1,362.4415,1,361.733,1,"Gaussian",0.3734,NA,-5.0939,4.0035,0.2043,-6.7474,4.0192,0.0943,6.3379,1.7044,0.3867,-0.5637,-4.1637,-6.2238,5.4411,5.9743,0.4448,0.2984,-1.6061,-7.7177,6.0949,5.3031,0.7923,0.1467,-7.9357,-0.2565,5.0516,6.5792,0.1173,0.9689,-5.8306,-7.8723,5.4411,6.0264,0.2848,0.1925,-11.2308,-3.3016,6.0949,5.3398,0.0664,0.5369,-9.9967,-1.1306,5.0516,6.6494,0.0488,0.8651,0.5957,0.4737,0.8383,0.7792,0.782,0.766,0.9571,0.6559,0.7813,0.8984,0.6175,0.5292,0.9937,0.9733
NA,"K03499",0,1,139.68,349.2159,355.1105,410.109,355.621,1,355.3415,1,354.198,1,"Gaussian",0.3955,NA,-4.8805,3.9553,0.2182,-3.9999,3.9708,0.3146,7.9112,-1.5253,0.4346,-0.3493,-3.3757,-6.7065,5.3737,5.9002,0.5304,0.2566,-4.5019,-5.1512,6.0319,5.2482,0.4561,0.3272,-7.9759,0.3795,4.9951,6.5056,0.1114,0.9535,-2.4565,-5.8959,5.3737,5.9517,0.6479,0.3227,-8.9497,-0.1999,6.0319,5.2844,0.139,0.9699,-5.456,-1.5012,4.9951,6.575,0.2756,0.8196,0.6079,0.6687,0.8713,0.9115,0.7713,0.7923,0.8836,0.7738,0.8561,0.9935,0.6151,0.7494,0.9909,0.9648
NA,"K03500",0,1,46.2112,122.2807,124.685,171.166,125.331,1,121.1845,1,125.57,1,"Gaussian",0.4053,NA,-2.5308,1.6805,0.1332,-1.0592,1.687,0.5306,3.4018,1.7255,0.2553,0.5352,-1.6772,-3.5747,2.279,2.5023,0.4624,0.1542,-4.213,-1.2513,2.5597,2.2272,0.1009,0.5747,-3.5384,-0.8072,2.1211,2.7626,0.0964,0.7703,0.5308,-3.0102,2.279,2.5241,0.816,0.234,-3.6513,0.9294,2.5597,2.2426,0.1548,0.6789,-2.4284,1.3019,2.1211,2.792,0.2532,0.6414,0.5298,0.782,0.8457,0.9604,0.7523,0.7667,0.7227,0.788,0.9093,0.9339,0.604,0.7329,0.9571,0.9194
NA,"K03501",0,1,43.2507,214.2087,216.7855,266.665,216.414,1,217.4095,1,216.306,1,"Gaussian",0.4142,NA,-3.284,2.6769,0.2209,-4.8384,2.6874,0.0729,4.7686,-0.7966,0.12,1.4536,-1.9162,-4.9382,3.6364,3.9926,0.5986,0.2172,-4.0323,-2.7053,4.0775,3.5476,0.3235,0.4464,-5.6414,0.7166,3.3789,4.4007,0.0961,0.8708,-4.0989,-5.7469,3.6364,4.0275,0.2606,0.1547,-9.1004,-1.5669,4.0775,3.5722,0.0264,0.6613,-5.641,-3.4634,3.3789,4.4476,0.0961,0.4368,0.6101,0.428,0.8941,0.7713,0.766,0.7523,0.8536,0.521,0.882,0.9291,0.604,0.604,0.9743,0.8371
NA,"K03502",0,1,39.707,138.8593,140.068,212.073,141.815,1,139.023,1,135.679,1,"Gaussian",0.6956,NA,-1.4257,2.1695,0.5116,-4.9088,2.178,0.025,2.5691,8.9045,0.1259,1.5135,0.7637,-4.0444,2.9375,3.2243,0.7951,0.2108,-1.0485,-1.7016,3.3108,2.8793,0.7517,0.5551,-2.8527,1.0006,2.7381,3.5659,0.2984,0.7792,-5.7229,-3.9222,2.9375,3.2525,0.0525,0.2289,-7.1582,-3.1841,3.3108,2.8993,0.0315,0.2731,-6.5984,-1.9844,2.7381,3.604,0.0166,0.5824,0.7738,0.3071,0.9559,0.7149,0.766,0.766,0.949,0.5334,0.9033,0.8384,0.7636,0.4153,0.9598,0.8971
NA,"K03503",0.0058,0.2251,0,7.2584,4.1321,66.3774,4.2988,0.2222,4.448,0.2558,3.5327,0.2,"log-Gaussian",0.7324,NA,0.049,0.0692,0.4794,-0.0817,0.0695,0.241,-0.0338,-0.0572,0.0029,-0.004,0.0322,0.0692,0.0941,0.1033,0.7323,0.5034,0.1454,-0.0239,0.1056,0.0918,0.1696,0.7948,0.0911,-0.0222,0.0875,0.1139,0.2989,0.8457,-0.0844,-0.0782,0.0941,0.1042,0.3704,0.4537,-0.0341,-0.1182,0.1056,0.0925,0.7471,0.2023,-0.0755,-0.092,0.0875,0.1152,0.3887,0.4248,0.7585,0.6308,0.9383,0.8093,0.859,0.8426,0.7964,0.9482,0.9574,0.8126,0.7639,0.81,0.97,0.8292
NA,"K03517",0,1,27.9223,126.8416,128.648,182.063,127.983,1,128.5345,1,130.038,1,"Gaussian",0.6958,NA,-0.3173,1.8617,0.8648,-1.3945,1.869,0.4563,1.41,-8.8977,-0.3104,0.4864,1.8549,-2.9264,2.5226,2.769,0.4628,0.2916,0.2617,-0.7525,2.8469,2.476,0.9268,0.7614,-1.1943,1.1691,2.3544,3.0662,0.6124,0.7033,-1.1256,-1.7362,2.5226,2.7932,0.6558,0.5348,-1.8052,-1.08,2.8469,2.4931,0.5266,0.6652,-1.5154,-1.1908,2.3544,3.099,0.5204,0.7011,0.9439,0.7479,0.8457,0.9131,0.7804,0.8729,0.9877,0.8963,0.9517,0.9307,0.909,0.8768,0.9367,0.9363
NA,"K03521",0,1,38.3268,154.2897,151.5955,254.543,150.203,1,147.683,1,157.623,1,"Gaussian",0.5161,NA,-4.5446,3.0343,0.1353,2.8986,3.0462,0.3422,0.9289,-1.1775,0.0225,0.0083,-2.9047,-6.5807,4.1013,4.5026,0.4794,0.145,-3.0562,-5.6746,4.6383,4.0348,0.5105,0.1607,-2.4203,-8.1502,3.8336,4.9928,0.5284,0.1038,7.5138,-2.7483,4.1013,4.5419,0.068,0.5456,4.3421,1.7921,4.6383,4.0627,0.35,0.6595,3.9515,1.086,3.8336,5.0461,0.3036,0.8298,0.5313,0.6834,0.8519,0.7222,0.7486,0.8755,0.8918,0.8581,0.7911,0.9288,0.8812,0.767,0.6099,0.967
NA,"K03522",0,1,46.2392,153.3621,150.825,261.394,148.356,1,147.362,1,156.756,1,"Gaussian",0.5243,NA,-4.443,3.0929,0.152,3.4598,3.1051,0.2661,0.8435,1.0603,0.0784,-0.0212,-2.13,-7.2749,4.1896,4.5995,0.6116,0.1149,-1.9807,-6.3061,4.7262,4.1112,0.6755,0.1262,-2.0582,-8.493,3.9057,5.0865,0.5986,0.0961,6.9501,-0.8114,4.1896,4.6396,0.0983,0.8613,4.1779,2.9102,4.7262,4.1397,0.3775,0.4826,4.9488,0.8926,3.9057,5.1409,0.2062,0.8623,0.547,0.6451,0.8958,0.7322,0.7449,0.9735,0.933,0.8687,0.7596,0.8891,0.903,0.6984,0.604,0.9727
NA,"K03523",0,1,54.6259,194.4757,196.4015,285.423,197.226,1,195.6335,1,195.233,1,"Gaussian",0.513,NA,-4.3615,3.0753,0.1572,-5.26,3.0873,0.0896,5.5277,0.5235,-0.1306,1.6271,-1.1755,-8.1842,4.1677,4.5754,0.7781,0.0748,-7.364,-2.0796,4.6894,4.0794,0.1175,0.6106,-7.0895,0.2721,3.8806,5.054,0.0688,0.9571,-5.4722,-5.0149,4.1677,4.6154,0.1903,0.2782,-9.156,-2.2719,4.6894,4.1076,0.0519,0.5806,-6.6751,-2.8261,3.8806,5.108,0.0865,0.5805,0.5501,0.4658,0.9502,0.766,0.7223,0.7769,0.7508,0.6165,0.916,0.9093,0.5719,0.5983,0.9912,0.8965
NA,"K03524",0,1,55.5035,209.9432,211.4945,265.857,211.338,1,213.925,1,210.844,1,"Gaussian",0.5032,NA,-2.7338,2.6257,0.2987,-5.6341,2.636,0.0334,3.1776,-3.0791,-0.0413,0.4797,0.2522,-6.3211,3.5577,3.9058,0.9435,0.1067,-1.5772,-3.6037,4.0126,3.4906,0.6946,0.3028,-4.6113,0.462,3.3124,4.3139,0.165,0.9148,-5.2962,-6.0634,3.5577,3.9399,0.1377,0.125,-6.6395,-4.8626,4.0126,3.5147,0.0991,0.1676,-7.8834,-1.7443,3.3124,4.36,0.018,0.6894,0.6591,0.3363,0.9926,0.7486,0.7329,0.7468,0.9357,0.7217,0.8456,0.796,0.6674,0.4174,0.9844,0.9354
NA,"K03525",0,1,58.363,196.5386,198.6885,252.882,200.042,1,198.6885,1,194.473,1,"Gaussian",0.4909,NA,-2.2301,2.6329,0.3977,-6.5365,2.6433,0.014,4.0858,1.6033,0.0775,1.2831,0.0891,-5.0135,3.5721,3.9216,0.9801,0.2022,-4.5045,-0.4988,4.0139,3.4918,0.2627,0.8865,-3.8699,0.559,3.326,4.3316,0.2456,0.8974,-6.6024,-6.4669,3.5721,3.9559,0.0656,0.1032,-10.2533,-3.6857,4.0139,3.516,0.0112,0.2954,-8.0893,-3.8542,3.326,4.3779,0.0156,0.3794,0.7176,0.2511,0.997,0.7222,0.766,0.7322,0.8373,0.4473,0.9771,0.8415,0.7246,0.413,0.9807,0.8059
NA,"K03526",0,1,37.9494,152.9683,155.151,195.028,154.958,1,155.9505,1,151.611,1,"Gaussian",0.4725,NA,-2.0854,1.8943,0.2719,-4.9336,1.9017,0.01,1.6646,2.7035,0.2768,0.6052,0.3911,-5.0459,2.5566,2.807,0.8785,0.0733,-1.6276,-2.4221,2.885,2.5099,0.5731,0.3354,-1.7169,-2.705,2.3954,3.1197,0.4741,0.3866,-6.334,-3.226,2.5566,2.8315,0.0138,0.2555,-7.8351,-2.7062,2.885,2.5273,0.007,0.2852,-5.589,-3.7941,2.3954,3.153,0.0203,0.2299,0.6456,0.2259,0.9777,0.6698,0.7223,0.7713,0.909,0.4171,0.8561,0.8396,0.8556,0.4326,0.81,0.711
NA,"K03527",0,1,27.0838,106.7341,107.862,157.854,107.982,1,107.8955,1,107.087,1,"Gaussian",0.6458,NA,-0.122,1.4383,0.9325,-3.2745,1.4439,0.0241,0.9721,-6.2248,0.008,0.7182,0.9914,-1.459,1.952,2.1428,0.6119,0.4965,1.0411,-1.0001,2.1976,1.9113,0.6361,0.6012,-1.0399,1.4322,1.8168,2.3661,0.5675,0.5455,-3.3497,-3.1864,1.952,2.1615,0.0873,0.1416,-3.3043,-3.2516,2.1976,1.9246,0.1339,0.0923,-3.051,-3.6691,1.8168,2.3914,0.0943,0.1261,0.9742,0.3022,0.8958,0.7246,0.8574,0.7486,0.9242,0.7707,0.9122,0.7095,0.8926,0.6039,0.8851,0.6261
NA,"K03529",0,1,25.2087,108.6226,109.4405,147.027,109.699,1,108.7375,1,108.942,1,"Gaussian",0.4939,NA,-2.1976,1.6956,0.196,-1.1198,1.7023,0.5112,2.8878,3.6486,0.156,0.7198,-0.7312,-3.9663,2.301,2.5262,0.7509,0.1175,-4.2702,-0.6187,2.5725,2.2379,0.0981,0.7824,-3.1048,-0.659,2.144,2.7922,0.1487,0.8136,-0.4954,-1.8908,2.301,2.5482,0.8297,0.4587,-4.945,1.8145,2.5725,2.2534,0.0556,0.4214,-1.2873,-0.8361,2.144,2.8221,0.5487,0.7672,0.5868,0.7736,0.9426,0.9639,0.7451,0.844,0.7217,0.6296,0.9546,0.8799,0.6548,0.8864,0.9642,0.9571
NA,"K03530",0,1,71.6066,234.0187,230.314,341.174,229.321,1,230.8445,1,231.359,1,"Gaussian",0.615,NA,-2.9859,2.9557,0.3133,-2.6724,2.9673,0.3686,3.2902,-0.3995,0.5693,-0.5599,-4.0345,-1.7371,4.0158,4.4084,0.316,0.6939,-2.4205,-3.3939,4.4964,3.9109,0.5908,0.3863,-1.1972,-6.0211,3.7359,4.8654,0.7489,0.217,-2.1338,-3.3233,4.0158,4.4469,0.5956,0.4555,-7.7903,1.2533,4.4964,3.938,0.0843,0.7505,-1.9722,-3.8749,3.7359,4.9174,0.598,0.4314,0.6687,0.6988,0.7909,0.8928,0.9269,0.8431,0.9094,0.6938,0.8735,0.9489,0.9534,0.9028,0.7053,0.8342
NA,"K03531",0,1,44.8791,176.9218,176.256,241.366,176.251,1,179.811,1,174.779,1,"Gaussian",0.5645,NA,-1.4249,2.2794,0.5324,-3.8894,2.2883,0.0903,0.8441,4.049,0.3996,0.4477,0.2792,-3.466,3.0907,3.393,0.9281,0.3079,-1.6194,-1.2609,3.4626,3.0119,0.6404,0.6758,-2.7914,0.8918,2.8811,3.7522,0.3335,0.8123,-4.9464,-2.5949,3.0907,3.4226,0.1107,0.449,-8.5204,-0.3372,3.4626,3.0328,0.0145,0.9116,-3.9218,-3.8439,2.8811,3.7923,0.1746,0.3117,0.7824,0.4666,0.9878,0.7382,0.7903,0.8412,0.9264,0.4518,0.933,0.9839,0.7783,0.6764,0.9642,0.7682
NA,"K03534",0,1,10.3124,68.3302,67.1,172.428,67.1061,1,67.0932,1,67.4066,1,"Gaussian",0.5989,NA,-1.5776,2.0769,0.4481,-2.756,2.085,0.1874,-3.0657,3.6529,-0.0361,0.1264,-3.3332,0.5337,2.8184,3.0939,0.238,0.8632,2.637,-4.7723,3.1531,2.7425,0.4037,0.083,-1.5873,-1.5527,2.625,3.4186,0.5459,0.6501,-2.9713,-2.4851,2.8184,3.1209,0.2927,0.4266,0.4128,-5.1862,3.1531,2.7615,0.8959,0.0615,-4.004,-0.5909,2.625,3.4551,0.1284,0.8643,0.7456,0.5806,0.7679,0.7804,0.974,0.8301,0.8767,0.9801,0.6938,0.6455,0.8851,0.6269,0.9217,0.973
NA,"K03536",0,1,65.5862,261.7416,261.1435,388.885,263.51,1,258.5105,1,261.302,1,"Gaussian",0.5326,NA,-3.5924,3.4011,0.2918,-6.2537,3.4144,0.0681,4.4063,6.198,0.4863,1.2053,-3.8164,-3.3105,4.6208,5.0729,0.4096,0.5146,-6.051,-1.7149,5.179,4.5052,0.2437,0.7038,-5.6327,-0.126,4.2982,5.5978,0.1911,0.9821,-7.8909,-4.2411,4.6208,5.1173,0.0888,0.4079,-12.0481,-1.8087,5.179,4.5364,0.0207,0.6904,-7.7188,-3.7258,4.2982,5.6576,0.0736,0.5107,0.6548,0.4162,0.8234,0.7246,0.8638,0.8222,0.8373,0.4836,0.9376,0.9355,0.6883,0.5777,0.9976,0.8734
NA,"K03543",0.0029,0.4152,0,11.8237,7.5398,88.0651,7.2813,0.3918,9.1725,0.4651,6.799,0.4118,"log-Gaussian",0.6119,NA,0.094,0.0821,0.253,-0.0323,0.0824,0.6957,-0.047,-0.0764,-0.0015,-0.0096,0.0328,0.1676,0.1114,0.1223,0.7689,0.1716,0.2867,-0.052,0.1242,0.108,0.0217,0.6303,0.1762,-0.0448,0.1031,0.1343,0.0888,0.7392,-0.0824,0.0299,0.1114,0.1233,0.4603,0.8085,0.129,-0.156,0.1242,0.1088,0.2997,0.1525,-0.0814,0.0534,0.1031,0.1358,0.4307,0.6943,0.6384,0.8695,0.9468,0.8445,0.7544,0.9595,0.4852,0.8429,0.9227,0.785,0.601,0.8337,0.9513,0.9362
NA,"K03544",0,1,73.8884,250.9485,254.3915,302.158,254.086,1,250.384,1,256.553,1,"Gaussian",0.4296,NA,-3.0025,3.0044,0.3185,-2.2363,3.0162,0.4591,3.8747,-4.8583,0.2697,0.5298,-2.3515,-3.7893,4.0838,4.4838,0.5652,0.3988,-5.187,-1.3381,4.5801,3.9848,0.2584,0.7373,-5.114,0.5918,3.7938,4.941,0.1788,0.9047,-1.9491,-2.5894,4.0838,4.523,0.6335,0.5674,-6.4723,1.0136,4.5801,4.0124,0.1587,0.8008,-4.0531,0.8962,3.7938,4.9938,0.2863,0.8577,0.6697,0.748,0.8789,0.9042,0.8184,0.8796,0.8373,0.7897,0.9463,0.9588,0.678,0.7573,0.9825,0.972
NA,"K03545",0,1,89.2499,325.1207,330.404,431.871,331.054,1,327.8945,1,328.035,1,"Gaussian",0.5558,NA,-5.7977,4.0479,0.1532,-5.9339,4.0637,0.1454,7.5047,-10.4931,0.0298,0.1867,-7.2207,-4.085,5.5011,6.0391,0.1904,0.4993,-8.0825,-4.0635,6.1869,5.3816,0.1925,0.4509,-11.298,3.5596,5.076,6.6107,0.0269,0.5907,-6.453,-5.2895,5.5011,6.0918,0.2418,0.386,-8.1002,-4.2731,6.1869,5.4189,0.1916,0.4311,-11.2642,3.2733,5.076,6.6813,0.0273,0.6246,0.5485,0.5406,0.766,0.7687,0.8577,0.8125,0.8093,0.8093,0.882,0.8813,0.4631,0.4631,0.9009,0.9127
NA,"K03546",0,1,27.2795,111.1852,112.995,159.653,113.284,1,112.833,1,111.534,1,"Gaussian",0.5576,NA,-2.4002,1.6443,0.1455,-3.2118,1.6508,0.0527,0.5264,2.3003,-0.1723,1.4295,-2.957,-1.7213,2.2338,2.4523,0.1867,0.4833,-3.587,-1.4922,2.5001,2.1747,0.1525,0.4932,-1.5947,-3.7653,2.0791,2.7078,0.4437,0.1655,-4.0137,-2.228,2.2338,2.4737,0.0735,0.3686,-6.4401,-0.7353,2.5001,2.1898,0.0105,0.7373,-3.1329,-3.3431,2.0791,2.7367,0.133,0.2229,0.5406,0.3808,0.7656,0.7223,0.8532,0.8093,0.785,0.4425,0.8911,0.9463,0.8403,0.633,0.6678,0.7075
NA,"K03547",0,1,67.6357,227.6397,216.764,2081.64,216.923,1,214.821,1,217.617,1,"log-Gaussian",0.6825,NA,-0.0121,0.0209,0.5647,-0.0341,0.021,0.1052,0.0199,0.0607,-0.0005,0.0017,0.0018,-0.0289,0.0284,0.0312,0.9482,0.3542,-0.0417,0.0104,0.0319,0.0277,0.1915,0.7067,-0.0052,-0.0237,0.0264,0.0344,0.8456,0.4915,-0.0189,-0.0528,0.0284,0.0314,0.5051,0.0939,-0.0587,-0.0153,0.0319,0.0279,0.0669,0.5829,-0.0437,-0.0174,0.0264,0.0348,0.099,0.617,0.7988,0.489,0.9943,0.8602,0.8057,0.7321,0.8093,0.6559,0.938,0.9093,0.97,0.606,0.8639,0.9094
NA,"K03549",0,0.8538,0.5154,27.3583,22.7186,103.328,21.967,0.8713,22.8584,0.8488,23.0434,0.8235,"log-Gaussian",0.7114,NA,-0.0155,0.0592,0.7935,-0.0613,0.0594,0.3035,0.0535,-0.1138,-0.008,0.0401,0.052,-0.0965,0.0802,0.088,0.5175,0.2742,0.0601,-0.0727,0.0903,0.0786,0.5067,0.3557,-0.0528,0.0477,0.0748,0.0974,0.4807,0.6247,-0.0668,-0.0548,0.0802,0.0888,0.4054,0.5379,-0.0306,-0.0848,0.0903,0.0791,0.7351,0.2847,-0.0599,-0.0639,0.0748,0.0985,0.4238,0.5172,0.9141,0.6623,0.8652,0.821,0.7745,0.8734,0.8918,0.9459,0.8623,0.8396,0.8587,0.8281,0.9127,0.8755
NA,"K03550",0,1,46.8047,167.75,167.088,236.294,167.245,1,167.5045,1,165.944,1,"Gaussian",0.5888,NA,-3.1803,2.1224,0.1352,-4.2516,2.1307,0.047,1.8148,5.9994,0.4985,0.5195,-2.2125,-4.3361,2.881,3.1628,0.4432,0.1715,-3.1209,-3.2119,3.2298,2.8095,0.3348,0.2539,-3.758,-2.1972,2.6851,3.497,0.1628,0.5303,-5.3569,-2.8953,2.881,3.1904,0.064,0.365,-7.9355,-1.4254,3.2298,2.8289,0.0146,0.6148,-4.7938,-3.3156,2.6851,3.5343,0.0753,0.349,0.5309,0.3742,0.838,0.7198,0.7544,0.8076,0.8561,0.4518,0.8373,0.9176,0.6656,0.578,0.8818,0.7874
NA,"K03551",0,1,54.4796,160.8402,161.4365,224.628,161.566,1,162.1385,1,159.017,1,"Gaussian",0.6049,NA,-2.0131,1.9912,0.3129,-4.4547,1.999,0.0267,1.1967,6.3087,0.4947,0.1438,-0.4722,-3.8489,2.6965,2.9602,0.8611,0.1946,-2.8161,-1.3924,3.0282,2.6341,0.3532,0.5975,-2.5004,-1.1834,2.5191,3.2808,0.3218,0.7186,-6.0087,-2.5544,2.6965,2.9861,0.0267,0.3931,-8.358,-1.4607,3.0282,2.6523,0.0062,0.5823,-5.0062,-3.5017,2.5191,3.3159,0.0479,0.2919,0.6687,0.3181,0.9735,0.6849,0.766,0.816,0.8596,0.4072,0.9101,0.9093,0.7745,0.5245,0.9431,0.7581
NA,"K03553",0,1,64.4046,172.5326,171.242,239.752,170.273,1,172.045,1,171.245,1,"Gaussian",0.5467,NA,-2.8332,2.3263,0.2243,-3.5363,2.3354,0.1311,0.8701,6.0871,0.4704,0.1876,-1.6829,-4.2079,3.1581,3.4671,0.5945,0.2259,-2.3794,-3.1559,3.5255,3.0668,0.5003,0.3044,-4.147,-0.6038,2.9414,3.8307,0.1597,0.8749,-4.5247,-2.3256,3.1581,3.4974,0.1531,0.5066,-8.6906,0.4164,3.5255,3.0881,0.0143,0.8928,-3.9232,-2.8753,2.9414,3.8716,0.1834,0.4583,0.6111,0.5264,0.8918,0.7523,0.766,0.861,0.8911,0.4518,0.8457,0.9795,0.664,0.6814,0.9756,0.8476
NA,"K03555",0,1,36.2154,122.6715,121.557,183.612,121.569,1,122.0375,1,121.372,1,"Gaussian",0.6043,NA,-1.7692,1.6344,0.28,-2.1811,1.6408,0.1849,0.7122,3.291,0.4232,-0.153,-2.0137,-1.4778,2.2203,2.4375,0.3652,0.5448,-1.368,-2.0633,2.4889,2.1649,0.583,0.3414,-1.498,-2.2276,2.068,2.6933,0.4695,0.4089,-3.1654,-0.9605,2.2203,2.4588,0.1551,0.6964,-4.6938,-0.2534,2.4889,2.1799,0.0604,0.9075,-2.2795,-2.0092,2.068,2.7221,0.2713,0.4611,0.649,0.5763,0.8079,0.7523,0.8751,0.9288,0.9093,0.6432,0.8563,0.9833,0.8533,0.7465,0.8204,0.8491
NA,"K03556",0,1,13.3711,41.7474,40.1711,85.9763,40.1725,1,38.94,1,40.3076,1,"Gaussian",0.734,NA,-1.2728,1.1202,0.2569,-0.8704,1.1246,0.4396,1.2436,5.2351,0.2416,0.1724,-1.5346,-0.9582,1.5227,1.6714,0.3145,0.567,-1.4248,-1.1565,1.7133,1.49,0.4064,0.4383,-1.1526,-1.4621,1.396,1.8181,0.4098,0.422,-0.9273,-0.7991,1.5227,1.686,0.5431,0.6359,-1.207,-0.6125,1.7133,1.5003,0.4818,0.6834,-3.0742,2.9546,1.396,1.8375,0.0285,0.1091,0.6403,0.7427,0.7909,0.8751,0.8796,0.9047,0.8767,0.8889,0.8814,0.9344,0.8209,0.4649,0.8272,0.6145
NA,"K03558",0,1,31.3045,118.1598,119.6375,177.444,119.734,1,118.6285,1,120.593,1,"Gaussian",0.5774,NA,-2.2768,1.8551,0.2208,-0.0163,1.8624,0.993,1.3388,3.3403,0.1239,0.155,-3.3912,-0.9705,2.5034,2.7481,0.1767,0.7243,-4.0562,-0.9309,2.8336,2.4647,0.1535,0.706,-2.9814,-1.0725,2.3422,3.0504,0.2042,0.7254,2.5513,-3.1544,2.5034,2.7722,0.3091,0.2562,-0.5837,0.4187,2.8336,2.4818,0.837,0.8662,-1.5448,2.6306,2.3422,3.083,0.5101,0.3943,0.6101,0.9967,0.7573,0.7903,0.9358,0.7713,0.785,0.968,0.938,0.9724,0.6966,0.8734,0.9452,0.81
NA,"K03559",0,0.9854,6.9143,83.8996,69.5487,457.188,69.1133,0.9766,68.6312,0.9884,71.3558,1,"log-Gaussian",0.5662,NA,0.0232,0.0698,0.7397,-0.0218,0.0701,0.7557,-0.027,-0.0097,0.0019,-0.0333,-0.0618,0.1257,0.0945,0.1037,0.5138,0.2266,0.088,-0.0261,0.1064,0.0926,0.409,0.7785,0.1471,-0.1866,0.0872,0.1135,0.0926,0.1013,-0.0776,0.0471,0.0945,0.1046,0.4119,0.6527,0.0665,-0.0895,0.1064,0.0932,0.5328,0.3376,-0.0293,-0.0081,0.0872,0.1147,0.7374,0.9437,0.8872,0.8957,0.8637,0.824,0.766,0.9128,0.8767,0.8984,0.9543,0.8561,0.6015,0.9513,0.6081,0.9896
NA,"K03561",0,0.9532,4.4135,53.8005,45.3409,336.642,45.3619,0.9591,44.2436,0.9302,46.0554,0.9647,"log-Gaussian",0.5754,NA,-0.0062,0.0678,0.9276,-0.0173,0.0681,0.7993,-0.013,0.0391,0.0022,-0.0342,-0.0808,0.0842,0.0918,0.1008,0.3794,0.4043,0.0279,-0.0322,0.1035,0.0901,0.7875,0.7211,0.1325,-0.241,0.0844,0.1099,0.1177,0.0292,-0.0873,0.0688,0.0918,0.1017,0.3427,0.4993,0.0489,-0.0681,0.1035,0.0907,0.6371,0.4533,-0.021,-0.0101,0.0844,0.1111,0.8039,0.9278,0.9716,0.9172,0.8125,0.8022,0.821,0.8577,0.9557,0.925,0.9417,0.8825,0.6175,0.963,0.4652,0.9871
